AGE,SEX,YEAR.MEASURED,GLASSES,HANDED,RANK,HEIGHT,WEIGHT
26,M,88,NEITHER,1,2,1.748,73.8
25,M,88,GLASSES,1,1,1.775,79.7
20,M,88,NEITHER,1,1,1.84,108.2
20,M,88,NEITHER,1,1,1.736,61.2
24,M,88,NEITHER,1,4,1.732,75
24,M,88,GLASSES,1,1,1.65,64.4
26,M,88,NEITHER,1,1,1.843,87.4
26,M,88,NEITHER,1,2,1.858,83.3
28,M,88,NEITHER,1,2,1.705,74.4
23,M,88,NEITHER,1,2,1.727,71.3
24,M,88,NEITHER,1,4,1.713,81.6
22,M,88,NEITHER,1,1,1.793,68.8
23,M,88,GLASSES,1,1,1.762,82.9
25,M,88,NEITHER,1,1,1.741,80.5
25,M,88,BOTH,1,1,1.672,65.1
20,M,88,BOTH,1,1,1.8,88.3
22,M,88,NEITHER,1,1,1.773,83
29,M,88,NEITHER,2,2,1.772,87.6
23,M,88,GLASSES,1,1,1.835,86
25,M,88,GLASSES,1,2,1.687,85.9
28,M,88,NEITHER,1,1,1.765,85.6
20,M,88,GLASSES,2,1,1.584,60
29,M,88,GLASSES,1,2,1.805,69.3
27,M,88,NEITHER,1,1,1.727,90
22,M,88,NEITHER,1,1,1.743,72.3
25,M,88,BOTH,1,4,1.708,63.6
23,M,88,NEITHER,1,4,1.783,85.6
22,M,88,NEITHER,1,1,1.805,70.1
25,M,88,NEITHER,1,1,1.754,81.2
23,M,88,NEITHER,1,1,1.928,95.4
20,M,88,GLASSES,1,1,1.724,75.4
28,M,88,GLASSES,1,2,1.811,101.7
26,M,88,NEITHER,1,4,1.745,74.3
26,M,88,NEITHER,1,2,1.732,61
28,M,88,BOTH,2,4,1.782,72.5
20,M,88,GLASSES,1,1,1.812,67
21,M,88,NEITHER,1,1,1.745,81
27,M,88,GLASSES,1,2,1.789,83
28,M,88,BOTH,1,4,1.686,68.3
28,M,88,GLASSES,1,3,1.729,61.9
26,M,88,NEITHER,1,2,1.776,85.8
22,M,88,NEITHER,1,1,1.777,71.5
22,M,88,NEITHER,1,1,1.831,70.2
22,M,88,NEITHER,1,1,1.712,72.2
25,M,88,GLASSES,1,1,1.794,90.9
20,M,88,NEITHER,2,1,1.797,82.9
27,M,88,NEITHER,2,2,1.807,93.9
24,M,88,GLASSES,2,1,1.829,77.9
21,M,88,NEITHER,1,1,1.731,73.8
24,M,88,BOTH,1,1,1.845,72.9
22,M,88,NEITHER,1,1,1.695,66.5
25,M,88,NEITHER,2,4,1.777,75.2
29,M,88,NEITHER,1,2,1.682,79
21,M,88,NEITHER,1,1,1.844,84.9
28,M,88,NEITHER,2,2,1.732,79.7
24,M,88,BOTH,1,4,1.733,72.1
20,M,88,GLASSES,1,1,1.665,81.2
23,M,88,NEITHER,1,1,1.762,75.1
28,M,88,NEITHER,2,1,1.8,101.4
26,M,88,BOTH,1,4,1.823,66.5
22,M,88,NEITHER,1,1,1.628,62.4
21,M,88,NEITHER,1,1,1.814,85.9
20,M,88,GLASSES,1,1,1.767,68.3
29,M,88,NEITHER,1,2,1.796,89.9
27,M,88,GLASSES,1,1,1.846,109.4
28,M,88,NEITHER,1,4,1.83,92.8
20,M,88,GLASSES,1,1,1.728,71.5
22,M,88,NEITHER,2,1,1.668,65.4
20,M,88,NEITHER,1,1,1.705,76.5
21,M,88,GLASSES,2,1,1.87,96.5
29,M,88,NEITHER,1,1,1.762,66
23,M,88,NEITHER,1,1,1.711,67
22,M,88,NEITHER,1,1,1.783,77.1
20,M,88,BOTH,1,1,1.783,74.6
21,M,88,NEITHER,1,1,1.742,84.6
21,M,88,NEITHER,1,1,1.758,73.9
22,M,88,NEITHER,1,1,1.761,84.1
28,M,88,NEITHER,2,2,1.801,84.7
24,M,88,NEITHER,1,1,1.831,100.9
21,M,88,NEITHER,1,1,1.707,61.5
21,M,88,NEITHER,1,1,1.661,59.1
26,M,88,NEITHER,1,1,1.712,64
24,M,88,NEITHER,2,1,1.85,75.8
21,M,88,CONTACTS,2,1,1.745,82.2
24,M,88,NEITHER,1,1,1.776,70.7
28,M,88,NEITHER,1,2,1.853,86
28,M,88,NEITHER,1,1,1.705,76.6
25,M,88,NEITHER,1,1,1.821,89.5
29,M,88,GLASSES,1,4,1.858,89.1
26,M,88,BOTH,1,4,1.716,73.6
21,M,88,NEITHER,1,1,1.742,64.1
20,M,88,NEITHER,1,1,1.811,86.3
22,M,88,BOTH,1,1,1.807,81.8
20,M,88,GLASSES,1,1,1.56,54.2
27,M,88,NEITHER,1,1,1.797,89.5
23,M,88,NEITHER,2,1,1.676,71.2
28,M,88,NEITHER,1,1,1.785,76.8
28,M,88,NEITHER,1,1,1.821,83.1
22,M,88,NEITHER,1,1,1.685,80.7
22,M,88,NEITHER,2,1,1.797,83.7
22,M,88,NEITHER,1,1,1.723,72.2
20,M,88,NEITHER,1,1,1.802,65.1
24,M,88,NEITHER,1,2,1.775,96.9
25,M,88,NEITHER,1,2,1.792,86.6
22,M,88,NEITHER,1,1,1.762,70.1
25,M,88,GLASSES,1,2,1.726,75.6
24,M,88,NEITHER,1,2,1.702,61.8
24,M,88,GLASSES,1,1,1.7,75.4
20,M,88,NEITHER,1,1,1.795,84.9
23,M,88,NEITHER,1,1,1.698,71.7
29,M,88,GLASSES,1,1,1.708,85.6
22,M,88,NEITHER,1,2,1.703,71.3
24,M,88,GLASSES,1,4,1.792,82.5
20,M,88,NEITHER,1,1,1.71,78.8
26,M,88,NEITHER,1,1,1.688,73.8
20,M,88,NEITHER,1,1,1.712,71.6
29,M,88,NEITHER,1,2,1.762,77.1
22,M,88,GLASSES,1,1,1.746,86.2
20,M,88,NEITHER,2,1,1.846,87.9
25,M,88,BOTH,1,4,1.755,75.1
22,M,88,NEITHER,1,1,1.83,79.4
26,M,88,GLASSES,2,2,1.725,66.2
22,M,88,NEITHER,1,2,1.744,75.4
24,M,88,NEITHER,1,2,1.743,74.2
26,M,88,NEITHER,1,2,1.755,72.2
27,M,88,GLASSES,2,4,1.723,66.8
29,M,88,GLASSES,1,2,1.69,54.6
21,M,88,NEITHER,1,1,1.727,65.4
25,M,88,NEITHER,1,1,1.703,71.1
20,M,88,GLASSES,1,1,1.857,99.4
26,M,88,NEITHER,1,2,1.647,71.6
23,M,88,NEITHER,1,1,1.836,77.8
29,M,88,GLASSES,1,2,1.713,74.2
21,M,88,GLASSES,1,1,1.751,89.5
20,M,88,NEITHER,1,1,1.723,76.5
22,M,88,NEITHER,2,1,1.671,74.3
29,M,88,BOTH,1,4,1.736,80.9
21,M,88,NEITHER,1,1,1.77,77.5
28,M,88,NEITHER,1,2,1.711,84.2
21,M,88,GLASSES,1,1,1.728,79.9
24,M,88,NEITHER,1,1,1.862,78.7
22,M,88,NEITHER,1,2,1.812,70.7
27,M,88,GLASSES,1,2,1.773,77.1
29,M,88,NEITHER,1,2,1.663,75.4
25,M,88,GLASSES,2,2,1.754,83
24,M,88,GLASSES,2,2,1.785,87.7
29,M,88,GLASSES,1,2,1.806,89.6
29,M,88,GLASSES,1,1,1.811,79.1
22,M,88,NEITHER,1,1,1.703,75.1
21,M,88,NEITHER,1,1,1.627,60.4
27,M,88,NEITHER,1,2,1.712,68
26,M,88,GLASSES,1,1,1.792,68.4
27,M,88,NEITHER,1,2,1.788,74
24,M,88,NEITHER,1,4,1.664,75.4
29,M,88,NEITHER,1,1,1.76,83.4
20,M,88,NEITHER,1,1,1.728,81.3
24,M,88,NEITHER,1,1,1.784,73.8
21,M,88,NEITHER,1,1,1.759,97.7
22,M,88,NEITHER,1,1,1.613,59.3
22,M,88,NEITHER,1,2,1.723,75.7
25,M,88,NEITHER,2,2,1.721,83.7
22,M,88,GLASSES,1,1,1.873,92.4
23,M,88,NEITHER,1,1,1.679,76.3
22,M,88,GLASSES,2,1,1.709,61
22,M,88,NEITHER,1,1,1.847,89.3
27,M,88,GLASSES,1,4,1.834,79.1
22,M,88,GLASSES,2,1,1.732,93.5
23,M,88,GLASSES,1,1,1.673,85.4
22,M,88,NEITHER,1,1,1.674,82.5
24,M,88,NEITHER,1,4,1.708,73.8
25,M,88,NEITHER,1,4,1.76,69.7
20,M,88,NEITHER,2,1,1.774,76.3
21,M,88,NEITHER,1,1,1.742,78.1
23,M,88,NEITHER,1,2,1.774,70.7
24,M,88,NEITHER,1,3,1.743,71.3
29,M,88,NEITHER,1,3,1.798,84.8
26,M,88,NEITHER,1,4,1.792,95.6
21,M,88,NEITHER,1,3,1.715,63.8
25,M,88,NEITHER,1,4,1.579,57.3
25,M,88,NEITHER,1,3,1.744,76
26,M,88,GLASSES,1,1,1.817,93.1
22,M,88,NEITHER,1,1,1.702,76.3
20,M,88,NEITHER,1,1,1.793,74.6
24,M,88,GLASSES,1,1,1.694,63.8
20,M,88,GLASSES,1,1,1.698,67.2
22,M,88,NEITHER,1,1,1.854,97.5
21,M,88,BOTH,1,2,1.796,82.5
26,M,88,NEITHER,1,2,1.858,97.1
21,M,88,NEITHER,1,1,1.842,99.5
20,M,88,NEITHER,2,1,1.613,72.1
29,M,88,NEITHER,1,2,1.734,84.1
22,M,88,NEITHER,1,1,1.768,66
26,M,88,NEITHER,1,1,1.79,79.7
24,M,88,NEITHER,1,1,1.805,74
21,M,88,NEITHER,1,1,1.734,61.7
22,M,88,BOTH,2,4,1.868,86.6
29,M,88,GLASSES,1,1,1.748,71.9
26,M,88,NEITHER,1,1,1.867,111.4
20,M,88,GLASSES,2,1,1.83,84
22,M,88,NEITHER,1,1,1.859,83.6
23,M,88,BOTH,1,1,1.658,69.9
20,M,88,NEITHER,1,1,1.638,57.1
23,M,88,BOTH,1,4,1.769,84.3
24,M,88,GLASSES,1,4,1.863,70.8
26,M,88,NEITHER,1,1,1.723,74.2
24,M,88,NEITHER,1,4,1.744,79.5
26,M,88,GLASSES,1,1,1.732,72.7
25,M,88,NEITHER,1,4,1.792,87.4
20,M,88,BOTH,1,1,1.775,71
21,M,88,NEITHER,1,1,1.676,80.3
28,M,88,NEITHER,2,2,1.732,77.3
20,M,88,BOTH,1,1,2.042,85
26,M,88,NEITHER,1,2,1.88,81.7
28,M,88,NEITHER,1,1,1.88,88
24,M,88,BOTH,1,1,1.831,100
20,M,88,GLASSES,1,1,1.856,101.4
27,M,88,CONTACTS,1,4,1.807,74.2
21,M,88,NEITHER,2,1,1.796,85.1
20,M,88,NEITHER,1,1,1.705,58.5
23,M,88,NEITHER,1,2,1.757,81.5
23,M,88,GLASSES,1,2,1.812,99.8
24,M,88,NEITHER,1,1,1.708,67
26,M,88,NEITHER,1,4,1.757,81.6
23,M,88,NEITHER,1,1,1.785,95.5
25,M,88,NEITHER,1,2,1.762,88.4
25,M,88,GLASSES,1,1,1.841,73.5
23,M,88,GLASSES,1,1,1.674,63.2
22,M,88,NEITHER,1,1,1.725,80.9
28,M,88,NEITHER,1,1,1.73,76.6
25,M,88,NEITHER,1,1,1.701,77.9
20,M,88,GLASSES,1,1,1.774,81.3
21,M,88,GLASSES,2,1,1.845,82.6
26,M,88,NEITHER,1,2,1.774,82.3
27,M,88,NEITHER,1,2,1.756,76.7
20,M,88,NEITHER,2,1,1.692,67.3
22,M,88,NEITHER,1,1,1.902,73.3
22,M,88,NEITHER,1,1,1.755,77.3
24,M,88,GLASSES,2,1,1.7,85.4
20,M,88,NEITHER,1,1,1.834,102.1
25,M,88,NEITHER,2,2,1.832,89.2
23,M,88,GLASSES,NA,1,1.68,57.7
23,M,88,NEITHER,1,2,1.768,76.5
24,M,88,NEITHER,1,1,1.84,84
20,M,88,GLASSES,1,1,1.741,82.8
27,M,88,NEITHER,1,2,1.843,88.2
26,M,88,GLASSES,1,4,1.862,92.4
21,M,88,GLASSES,1,1,1.787,70.8
28,M,88,NEITHER,1,2,1.776,69.8
27,M,88,NEITHER,1,2,1.826,85.1
20,M,88,NA,1,1,1.847,70.3
21,M,88,NEITHER,1,1,1.796,85.5
22,M,88,NEITHER,1,1,1.783,72.8
20,M,88,NEITHER,1,1,1.791,71.8
28,M,88,NEITHER,1,1,1.735,68.8
23,M,88,NEITHER,1,1,1.785,78.6
27,M,88,NEITHER,1,1,1.693,65.3
25,M,88,NEITHER,1,1,1.694,60.2
20,M,88,NEITHER,1,1,1.718,72
22,M,88,NEITHER,1,1,1.756,83.4
27,M,88,NEITHER,1,1,1.785,80.8
23,M,88,BOTH,1,4,1.762,78.3
28,M,88,NEITHER,1,2,1.834,90.9
21,M,88,GLASSES,1,1,1.767,66.7
24,M,88,GLASSES,1,1,1.693,62.8
23,M,88,NEITHER,2,1,1.673,65.6
20,M,88,NEITHER,1,1,1.715,63.3
26,M,88,NEITHER,1,2,1.787,70.1
24,M,88,NEITHER,1,2,1.743,94.2
22,M,88,NEITHER,1,1,1.762,89.2
23,M,88,NEITHER,1,1,1.81,85.3
23,M,88,NEITHER,1,1,1.694,65.3
20,M,88,NEITHER,1,1,1.774,86.7
25,M,88,NEITHER,1,1,1.847,94.3
23,M,88,NEITHER,1,1,1.759,79.1
29,M,88,GLASSES,1,1,1.725,69
28,M,88,GLASSES,1,3,1.795,78.2
20,M,88,NEITHER,1,1,1.768,71.3
25,M,88,NEITHER,1,1,1.664,56.2
22,M,88,GLASSES,1,1,1.744,81.3
24,M,88,NEITHER,2,2,1.87,86.3
25,M,88,NEITHER,1,1,1.868,82.1
21,M,88,NEITHER,1,1,1.835,66.2
27,M,88,GLASSES,1,2,1.728,87
20,M,88,NEITHER,2,1,1.762,78.1
20,M,88,NEITHER,1,1,1.845,90.2
28,M,88,GLASSES,1,2,1.822,92
23,M,88,GLASSES,1,1,1.769,84.7
27,M,88,NEITHER,2,2,1.77,105.9
21,M,88,NEITHER,2,1,1.765,79.9
20,M,88,NEITHER,1,1,1.723,74.3
27,M,88,NEITHER,2,1,1.811,89
25,M,88,GLASSES,1,1,1.711,78.4
25,M,88,NEITHER,1,2,1.745,73.7
24,M,88,GLASSES,1,2,1.615,61.9
21,M,88,NEITHER,1,1,1.775,76.5
24,M,88,NEITHER,1,1,1.786,81.2
26,M,88,GLASSES,1,1,1.795,78.7
29,M,88,NEITHER,1,4,1.879,90
21,M,88,NEITHER,1,2,1.734,77.9
26,M,88,GLASSES,1,2,1.837,75.4
22,M,88,NEITHER,1,1,1.721,77.9
24,M,88,NEITHER,1,1,1.75,84.2
20,M,88,NEITHER,1,2,1.694,76.7
21,M,88,NEITHER,1,1,1.801,84.8
24,M,88,NEITHER,2,1,1.713,77.1
22,M,88,NEITHER,1,2,1.733,85.2
28,M,88,NEITHER,1,2,1.838,75.7
22,M,88,BOTH,1,2,1.837,68.4
20,M,88,GLASSES,1,1,1.704,59.6
27,M,88,NEITHER,1,2,1.795,85.5
21,M,88,NEITHER,1,1,1.742,66
28,M,88,GLASSES,2,1,1.806,73.2
24,M,88,NEITHER,1,1,1.753,81.7
22,M,88,NEITHER,1,2,1.94,80.4
26,M,88,GLASSES,1,2,1.773,78.5
25,M,88,GLASSES,1,1,1.807,74
22,M,88,BOTH,1,2,1.71,62.2
28,M,88,NEITHER,1,4,1.726,78.3
29,M,88,NEITHER,1,4,1.782,82
26,M,88,GLASSES,2,2,1.855,91.8
21,M,88,NEITHER,1,1,1.717,65.3
26,M,88,NEITHER,1,4,1.871,84.2
24,M,88,NEITHER,1,1,1.756,90.3
20,M,88,GLASSES,2,1,1.766,73.3
22,M,88,NEITHER,1,1,1.743,79.2
22,M,88,NEITHER,1,1,1.785,100.4
29,M,88,NEITHER,1,4,1.842,94
25,M,88,NEITHER,1,1,1.774,65.5
21,M,88,NEITHER,1,2,1.753,82.4
21,M,88,NEITHER,1,1,1.8,80.8
24,M,88,GLASSES,1,1,1.82,89.5
26,M,88,GLASSES,1,4,1.752,74.1
26,M,88,NEITHER,1,2,1.835,85.2
25,M,88,NEITHER,1,1,1.664,60.6
23,M,88,NEITHER,1,1,1.695,74
23,M,88,BOTH,1,1,1.685,58.6
22,M,88,NEITHER,1,1,1.82,66.8
20,M,88,NEITHER,2,1,1.808,97.8
23,M,88,NEITHER,1,1,1.915,84.7
23,M,88,NEITHER,1,2,1.645,70.8
21,M,88,NEITHER,1,1,1.76,82.7
29,M,88,GLASSES,1,2,1.862,93.9
28,M,88,NEITHER,1,1,1.738,68.8
22,M,88,NEITHER,1,1,1.662,64.6
20,M,88,NEITHER,1,1,1.813,74.9
25,M,88,NEITHER,1,2,1.786,81.9
22,M,88,NEITHER,1,1,1.739,72.9
25,M,88,NEITHER,1,2,1.837,88.6
20,M,88,NEITHER,2,1,1.698,78.5
29,M,88,NEITHER,2,2,1.897,91.4
23,M,88,NEITHER,1,1,1.796,93
21,M,88,NEITHER,1,1,1.728,69.2
23,M,88,NEITHER,1,1,1.799,91.7
20,M,88,BOTH,1,1,1.811,76.6
21,M,88,NEITHER,1,1,1.798,81.6
29,M,88,GLASSES,2,1,1.758,71.7
21,M,88,NEITHER,1,1,1.865,113.7
26,M,88,NEITHER,1,3,1.767,86.5
24,M,88,NEITHER,1,4,1.695,70.6
24,M,88,NEITHER,1,4,1.823,73.4
24,M,88,NEITHER,1,4,1.83,84.5
27,M,88,NEITHER,1,3,1.859,90.9
21,M,88,NEITHER,1,3,1.703,64.2
29,M,88,NEITHER,1,3,1.711,75.9
24,M,88,NEITHER,1,4,1.85,80.9
25,M,88,NEITHER,1,4,1.678,62.3
28,M,88,GLASSES,1,4,1.751,74.7
27,M,88,NEITHER,1,3,1.784,70.4
27,M,88,NEITHER,1,2,1.836,92.7
28,M,88,NEITHER,1,3,1.741,74.6
20,M,88,NEITHER,1,3,1.806,84.3
22,M,88,NEITHER,1,3,1.816,78
26,M,88,NEITHER,1,4,1.9,92.7
26,M,88,NEITHER,1,4,1.712,71.3
25,M,88,GLASSES,1,4,1.863,84.4
29,M,88,NEITHER,1,4,1.755,68.5
23,M,88,NEITHER,1,3,1.698,73.5
26,M,88,NEITHER,1,3,1.732,89.3
21,M,88,NEITHER,1,3,1.771,75.5
24,M,88,NEITHER,1,3,1.73,73
24,M,88,GLASSES,1,4,1.765,80.7
22,M,88,NEITHER,1,1,1.732,71.2
21,M,88,GLASSES,1,1,1.777,65.4
26,M,88,GLASSES,1,1,1.82,76.7
22,M,88,NEITHER,1,1,1.723,63.6
20,M,88,NEITHER,1,1,1.595,64.2
20,M,88,NEITHER,2,1,1.775,90
20,M,88,NEITHER,1,1,1.66,59.5
29,M,88,NEITHER,1,2,1.63,62
22,M,88,NEITHER,1,1,1.834,74.1
23,M,88,NEITHER,2,1,1.69,73.1
24,M,88,NEITHER,1,1,1.721,82.4
21,M,88,NEITHER,1,1,1.713,64.2
28,M,88,NEITHER,1,2,1.7,71.8
23,M,88,NEITHER,2,1,1.692,86.1
28,M,88,NEITHER,1,2,1.771,83.4
23,M,88,NEITHER,1,2,1.704,64.5
20,M,88,NEITHER,1,1,1.756,65
26,M,88,NEITHER,1,2,1.79,84.6
21,M,88,NEITHER,1,1,1.766,82.4
26,M,88,NEITHER,1,1,1.805,85.8
27,M,88,NEITHER,1,1,1.893,104.7
29,M,88,NEITHER,1,2,1.805,89.5
26,M,88,NEITHER,1,2,1.881,72.4
22,M,88,NEITHER,1,1,1.79,92.6
22,M,88,NEITHER,1,1,1.876,85.5
20,M,88,GLASSES,1,1,1.763,89.3
26,M,88,NEITHER,2,1,1.924,112.8
22,M,88,NEITHER,1,1,1.778,70.4
21,M,88,NEITHER,1,1,1.821,88.1
24,M,88,NEITHER,1,1,1.869,79
20,M,88,NEITHER,1,1,1.744,68.8
27,M,88,GLASSES,2,2,1.718,77.4
23,M,88,NEITHER,1,1,1.79,75.1
25,M,88,NEITHER,1,1,1.807,79.3
24,M,88,GLASSES,1,4,1.777,89.7
21,M,88,NEITHER,1,1,1.781,70.2
26,M,88,NEITHER,1,1,1.763,90.8
20,M,88,NEITHER,1,1,1.688,80.8
23,M,88,NEITHER,1,1,1.755,67.1
22,M,88,NEITHER,2,1,1.633,73.2
25,M,88,NEITHER,1,1,1.677,65.8
22,M,88,NEITHER,1,1,1.752,71.9
29,M,88,NEITHER,1,2,1.748,76.6
24,M,88,GLASSES,1,1,1.806,76.7
20,M,88,NEITHER,1,1,1.906,124.3
23,M,88,GLASSES,1,1,1.847,95.9
23,M,88,GLASSES,1,1,1.661,62.6
23,M,88,GLASSES,1,1,1.786,67.8
25,M,88,NEITHER,2,1,1.81,90.1
25,M,88,NEITHER,1,1,1.763,67.9
24,M,88,GLASSES,1,1,1.728,82.1
23,M,88,GLASSES,1,2,1.658,76.1
21,M,88,NEITHER,1,1,1.805,83
29,M,88,NEITHER,1,2,1.778,67
20,M,88,NEITHER,1,1,1.803,95.7
22,M,88,GLASSES,1,1,1.757,91.6
28,M,88,NEITHER,1,1,1.684,55.1
21,M,88,GLASSES,1,1,1.712,84.4
25,M,88,NEITHER,2,2,1.736,72.5
21,M,88,NEITHER,1,1,1.756,82.4
28,M,88,NEITHER,1,1,1.835,86.4
22,M,88,NEITHER,1,1,1.678,70.9
25,M,88,BOTH,1,2,1.835,87.8
20,M,88,GLASSES,1,1,1.708,63.7
23,M,88,NEITHER,1,1,1.676,67.2
20,M,88,NEITHER,1,1,1.76,81.8
22,M,88,GLASSES,1,1,1.685,79
27,M,88,NEITHER,1,2,1.812,77
21,M,88,NEITHER,1,1,1.611,66
25,M,88,NEITHER,1,1,1.71,68.9
20,M,88,NEITHER,1,1,1.642,66.1
20,M,88,NEITHER,1,1,1.715,72.6
24,M,88,NEITHER,2,1,1.63,69.4
21,M,88,GLASSES,1,1,1.626,63.8
24,M,88,BOTH,1,1,1.658,86.3
24,M,88,NEITHER,1,2,1.775,89.8
27,M,88,NEITHER,1,2,1.744,86.8
