AGE,SEX,YEAR.MEASURED,GLASSES,HANDED,RANK,HEIGHT,WEIGHT
26,F,87,NEITHER,1,1,1.642,59.5
25,F,87,NEITHER,1,2,1.65,71
24,F,87,NEITHER,1,1,1.785,77.5
24,F,87,NEITHER,1,1,1.608,62.5
29,F,87,NEITHER,1,1,1.718,73.3
26,F,87,GLASSES,1,1,1.728,67.4
21,F,87,NEITHER,1,1,1.653,49.3
23,F,87,GLASSES,1,1,1.675,62.4
26,F,87,NEITHER,1,1,1.558,65.7
27,F,87,NEITHER,1,1,1.635,66.1
28,F,87,NEITHER,1,4,1.639,74.3
26,F,87,NEITHER,1,2,1.622,62.2
25,F,87,NEITHER,1,1,1.632,60
26,F,87,NEITHER,2,4,1.626,63
26,F,87,GLASSES,1,4,1.7,66.1
23,F,87,GLASSES,1,2,1.623,61.1
28,F,87,GLASSES,1,4,1.618,56.4
25,F,87,GLASSES,1,4,1.705,72
27,F,87,NEITHER,2,1,1.763,77.5
23,F,87,NEITHER,1,1,1.635,60
20,F,87,NEITHER,1,1,1.555,51.9
20,F,87,BOTH,1,1,1.728,64
23,F,87,NEITHER,1,1,1.603,63.4
24,F,87,BOTH,1,4,1.525,50.5
24,F,87,NEITHER,1,1,1.775,67.3
20,F,87,GLASSES,1,1,1.658,53.7
20,F,87,BOTH,1,1,1.586,54.5
24,F,88,CONTACTS,1,1,1.636,60.3
22,F,88,CONTACTS,1,1,1.639,56.7
25,F,88,NEITHER,1,4,1.696,64.5
22,F,88,NEITHER,1,1,1.65,58.9
27,F,88,NEITHER,1,2,1.696,59.8
23,F,88,NEITHER,1,1,1.622,65.6
24,F,88,NEITHER,1,1,1.697,60
23,F,88,NEITHER,2,1,1.663,76.2
20,F,88,CONTACTS,1,1,1.603,58.7
26,F,88,NEITHER,1,1,1.57,63.4
26,F,88,BOTH,1,1,1.703,67.5
27,F,88,GLASSES,1,1,1.735,63.2
23,F,88,GLASSES,1,1,1.64,62.4
27,F,88,GLASSES,2,1,1.675,73.7
22,F,88,GLASSES,1,1,1.564,53.3
29,F,88,CONTACTS,2,2,1.736,63.6
24,F,88,NEITHER,1,2,1.644,51.9
21,F,88,GLASSES,1,1,1.777,75.7
24,F,88,GLASSES,1,4,1.466,46.9
26,F,87,GLASSES,1,1,1.537,61.8
26,F,88,NEITHER,1,4,1.7,72.5
25,F,88,NEITHER,1,4,1.587,54.1
25,F,88,BOTH,2,4,1.707,67.1
26,F,88,NEITHER,1,1,1.718,64.6
28,F,88,GLASSES,1,2,1.717,59.2
25,F,88,NEITHER,1,4,1.612,56.4
29,F,88,GLASSES,1,4,1.654,60.1
25,F,88,GLASSES,1,2,1.665,81.5
24,F,88,CONTACTS,1,4,1.545,54.6
20,F,88,NEITHER,2,1,1.666,75.7
28,F,88,NEITHER,1,2,1.583,67.7
22,F,88,BOTH,1,1,1.661,61.5
22,F,88,NEITHER,1,1,1.632,61.6
26,F,88,NEITHER,1,2,1.695,70.8
26,F,88,BOTH,1,1,1.707,67.9
28,F,88,GLASSES,1,2,1.632,65
20,F,88,NEITHER,1,1,1.67,51.8
25,F,88,GLASSES,1,4,1.701,56.1
29,F,88,GLASSES,1,4,1.593,71
22,F,88,NEITHER,1,2,1.725,68.9
26,F,88,NEITHER,1,4,1.683,65.1
26,F,88,NEITHER,1,2,1.692,64.4
20,F,88,NEITHER,1,1,1.551,69.1
20,F,88,CONTACTS,1,1,1.601,63.1
20,F,88,NEITHER,2,1,1.636,59.5
22,F,88,GLASSES,1,1,1.706,61
23,F,88,NEITHER,1,1,1.602,56.8
22,F,88,GLASSES,1,1,1.656,79.1
28,F,88,GLASSES,1,1,1.646,59.1
20,F,88,GLASSES,2,1,1.503,52.3
24,F,88,NEITHER,1,1,1.555,57.3
26,F,88,NEITHER,1,1,1.631,61.1
21,F,88,NEITHER,1,2,1.588,55.6
25,F,88,GLASSES,1,1,1.654,59.6
27,F,88,NEITHER,1,4,1.667,63.7
26,F,88,CONTACTS,1,4,1.696,56.6
26,F,88,NEITHER,1,4,1.723,71.3
24,F,88,NEITHER,1,1,1.667,62.7
26,F,88,BOTH,1,1,1.746,73.2
25,F,88,GLASSES,1,4,1.631,56.4
24,F,88,GLASSES,1,1,1.602,46
26,F,88,GLASSES,1,1,1.713,69.7
27,F,88,NEITHER,2,1,1.577,53.8
24,F,88,NEITHER,1,1,1.701,67.4
25,F,88,BOTH,1,1,1.667,58.4
27,F,88,NEITHER,2,1,1.734,70.5
24,F,88,CONTACTS,1,1,1.686,63.5
20,F,88,NEITHER,1,1,1.666,60.9
26,F,88,GLASSES,2,1,1.685,61.5
28,F,88,BOTH,1,2,1.764,85.1
27,F,88,BOTH,1,2,1.713,65.5
23,F,88,NEITHER,1,1,1.741,73.4
27,F,88,GLASSES,1,2,1.655,63.2
28,F,88,GLASSES,1,2,1.702,67.1
27,F,88,BOTH,1,1,1.759,77.8
29,F,88,BOTH,2,2,1.587,68.9
25,F,88,NEITHER,2,2,1.517,56.3
21,F,88,CONTACTS,1,1,1.736,68.6
26,F,88,BOTH,1,4,1.575,60.7
23,F,88,NEITHER,1,4,1.615,53
21,F,88,NEITHER,1,1,1.576,63
26,F,88,NEITHER,1,2,1.701,59.3
24,F,88,NEITHER,1,1,1.53,50
20,F,88,NEITHER,1,1,1.617,68.7
22,F,88,NEITHER,1,1,1.635,60.5
20,F,88,GLASSES,1,1,1.627,68.9
28,F,88,NEITHER,1,1,1.585,64.2
21,F,88,NEITHER,1,1,1.565,55.4
22,F,88,NEITHER,1,1,1.567,51.4
20,F,88,NEITHER,1,1,1.683,57.1
20,F,88,GLASSES,1,1,1.572,51.5
22,F,88,GLASSES,1,2,1.743,80.5
22,F,88,NEITHER,1,1,1.674,67.4
29,F,88,NEITHER,1,4,1.605,51.4
23,F,88,GLASSES,1,1,1.703,69.1
20,F,88,NEITHER,1,1,1.512,47.4
26,F,88,GLASSES,1,1,1.678,72
25,F,88,GLASSES,1,4,1.677,62.3
23,F,88,NEITHER,1,2,1.572,56.7
24,F,88,NEITHER,1,1,1.627,55.3
20,F,88,BOTH,1,1,1.77,62.3
21,F,88,CONTACTS,1,1,1.703,62.3
20,F,88,NEITHER,1,1,1.578,49.6
20,F,88,GLASSES,1,1,1.514,60.4
20,F,88,CONTACTS,1,1,1.644,66.4
23,F,88,CONTACTS,1,1,1.68,58.8
20,F,88,NEITHER,1,1,1.579,59.8
24,F,88,GLASSES,1,2,1.734,73.1
26,F,88,CONTACTS,1,4,1.545,55.4
22,F,88,NEITHER,1,1,1.513,54.3
24,F,88,NEITHER,1,1,1.578,56.3
22,F,88,NEITHER,1,1,1.492,57.4
24,F,88,GLASSES,1,2,1.525,54.4
20,F,88,GLASSES,1,1,1.738,67.1
21,F,88,BOTH,1,1,1.602,59.6
20,F,88,BOTH,1,1,1.598,65.3
21,F,88,NEITHER,1,1,1.684,59.4
20,F,88,GLASSES,1,1,1.557,53.4
20,F,88,NEITHER,1,1,1.656,58.3
20,F,88,NEITHER,2,1,1.473,46.5
20,F,88,GLASSES,1,1,1.651,61.1
29,F,88,BOTH,1,2,1.685,77.5
25,F,88,BOTH,1,1,1.586,56.9
27,F,88,BOTH,1,2,1.655,64.6
24,F,88,NEITHER,1,1,1.585,56.3
21,F,88,NEITHER,1,1,1.656,64.4
21,F,88,NEITHER,1,1,1.557,53.9
20,F,88,BOTH,1,1,1.592,56.7
20,F,88,BOTH,1,1,1.548,52
23,F,88,BOTH,1,4,1.751,65.9
24,F,88,NEITHER,2,1,1.628,71.2
20,F,88,NEITHER,1,1,1.496,61.9
29,F,88,NEITHER,1,2,1.595,51.6
28,F,88,NEITHER,1,1,1.606,63.7
23,F,88,NEITHER,1,1,1.72,58.3
20,F,88,NEITHER,1,1,1.52,46.6
22,F,88,NEITHER,1,2,1.655,64.9
20,F,88,NEITHER,1,1,1.61,56.9
25,F,88,NEITHER,2,2,1.579,54.8
20,F,88,GLASSES,1,1,1.633,61.6
25,F,88,NEITHER,1,1,1.628,49.6
24,F,88,GLASSES,1,1,1.564,65.9
26,F,88,NEITHER,2,1,1.606,46.6
22,F,88,NEITHER,1,1,1.593,60.5
22,F,88,GLASSES,1,1,1.601,62.5
27,F,88,NEITHER,1,1,1.603,56
23,F,88,BOTH,1,4,1.71,60.5
21,F,88,GLASSES,1,1,1.67,63.4
20,F,88,GLASSES,1,1,1.628,61.9
20,F,88,NEITHER,1,1,1.64,64.1
27,F,88,GLASSES,1,2,1.653,65.6
21,F,88,NEITHER,1,1,1.596,58.9
29,F,88,BOTH,1,2,1.654,81.1
28,F,88,NEITHER,1,2,1.708,63.4
28,F,88,BOTH,1,4,1.65,63.8
22,F,88,BOTH,1,1,1.573,57.4
20,F,88,GLASSES,1,1,1.764,58.5
27,F,88,GLASSES,1,1,1.557,55
25,F,88,BOTH,1,1,1.483,47.4
25,F,88,GLASSES,1,1,1.682,64.2
21,F,88,CONTACTS,1,1,1.576,42.2
22,F,88,GLASSES,1,1,1.772,72.5
23,F,88,NEITHER,1,1,1.756,64.7
22,F,88,NEITHER,1,1,1.671,81.8
22,F,88,NEITHER,1,1,1.687,63.6
26,F,88,GLASSES,1,4,1.55,54.1
23,F,88,NEITHER,1,4,1.697,61.5
28,F,88,GLASSES,1,4,1.731,63.2
27,F,88,GLASSES,1,4,1.582,59.3
20,F,88,NEITHER,1,1,1.576,57.6
24,F,88,NEITHER,1,4,1.768,59.4
23,F,88,NEITHER,1,2,1.567,57.3
26,F,88,GLASSES,2,2,1.592,61.5
29,F,88,BOTH,1,4,1.707,73.4
26,F,88,GLASSES,1,2,1.606,60.3
20,F,88,NEITHER,1,1,1.598,50.8
22,F,88,BOTH,1,1,1.731,73.3
25,F,88,BOTH,1,1,1.707,59.1
20,F,88,NEITHER,1,1,1.626,65.4
21,F,88,CONTACTS,1,1,1.51,57.9
27,F,88,NEITHER,1,1,1.611,60.3
20,F,88,GLASSES,1,1,1.642,60
23,F,88,NEITHER,1,1,1.673,69.4
20,F,88,NEITHER,1,1,1.549,41.4
20,F,88,GLASSES,2,1,1.574,47
24,F,88,NEITHER,1,1,1.556,63.3
29,F,88,NEITHER,1,2,1.606,55.8
22,F,88,NEITHER,1,1,1.585,63.8
21,F,88,GLASSES,2,1,1.61,72
20,F,88,NEITHER,2,1,1.737,68.6
24,F,88,GLASSES,1,1,1.564,65.3
21,F,88,NEITHER,1,1,1.57,72
21,F,88,NEITHER,1,1,1.756,56.6
22,F,88,BOTH,1,1,1.498,42.6
21,F,88,NEITHER,1,1,1.596,61.7
25,F,88,GLASSES,1,4,1.576,57
23,F,88,GLASSES,1,4,1.613,55.3
23,F,88,BOTH,1,1,1.632,60.4
20,F,88,NEITHER,1,1,1.599,68.9
20,F,88,GLASSES,1,1,1.623,66.4
28,F,88,GLASSES,2,2,1.6,56.3
21,F,88,NEITHER,1,1,1.6,61.6
24,F,88,NEITHER,1,4,1.787,65
25,F,88,NEITHER,1,2,1.534,58.9
29,F,88,CONTACTS,1,2,1.793,70.7
26,F,88,BOTH,2,1,1.515,49.9
26,F,88,GLASSES,1,1,1.64,73.8
28,F,88,NEITHER,1,2,1.63,65.4
27,F,88,NEITHER,2,2,1.522,54.1
29,F,88,NEITHER,1,2,1.575,58
24,F,88,BOTH,1,4,1.613,51.4
22,F,88,CONTACTS,1,1,1.617,51.5
24,F,88,NEITHER,1,1,1.607,61.7
29,F,88,NEITHER,2,3,1.537,52.6
24,F,88,GLASSES,1,4,1.545,44.5
28,F,88,NEITHER,1,4,1.743,66.4
23,F,88,NEITHER,1,1,1.612,55.9
20,F,88,NEITHER,1,1,1.706,70.8
21,F,88,BOTH,1,1,1.635,56.5
20,F,88,CONTACTS,1,1,1.563,49.4
20,F,88,NEITHER,1,1,1.569,54.4
23,F,88,NEITHER,1,1,1.552,51.3
26,F,88,BOTH,1,4,1.598,52.3
20,F,88,BOTH,1,1,1.645,68.3
22,F,88,NEITHER,1,1,1.578,56.5
24,F,88,NEITHER,1,1,1.538,72.6
24,F,88,BOTH,1,1,1.564,53.2
22,F,88,CONTACTS,1,1,1.624,70.9
26,F,88,GLASSES,1,2,1.74,74.8
20,F,88,NEITHER,1,1,1.61,53.6
26,F,88,NEITHER,1,4,1.705,72.8
27,F,88,NEITHER,1,2,1.627,58.5
20,F,88,GLASSES,1,1,1.682,55.8
28,F,88,GLASSES,1,4,1.67,68.7
24,F,88,NEITHER,2,1,1.56,60.9
29,F,88,CONTACTS,1,4,1.603,62.4
25,F,88,NEITHER,1,1,1.603,67.1
25,F,88,GLASSES,1,1,1.672,74.9
20,F,88,CONTACTS,1,1,1.746,61.5
25,F,88,NEITHER,1,1,1.672,51.5
23,F,88,CONTACTS,1,4,1.623,60.1
20,F,88,NEITHER,1,1,1.656,56.8
24,F,88,NEITHER,1,1,1.606,52.4
21,F,88,NEITHER,1,1,1.685,66.7
29,F,88,GLASSES,1,1,1.633,77.9
20,F,88,NEITHER,1,1,1.593,63.5
20,F,88,NEITHER,1,1,1.733,62.9
22,F,88,GLASSES,1,1,1.654,54.9
27,F,88,NEITHER,1,1,1.605,49.9
23,F,88,NEITHER,1,1,1.59,68.3
23,F,88,NEITHER,1,1,1.61,55.1
22,F,88,GLASSES,1,1,1.674,55
21,F,88,NEITHER,1,1,1.559,53.4
24,F,88,CONTACTS,1,1,1.623,49.6
20,F,88,NEITHER,1,1,1.553,63.9
20,F,88,NEITHER,1,1,1.56,57.7
22,F,88,NEITHER,1,1,1.683,81.2
22,F,88,GLASSES,1,1,1.625,61.8
25,F,88,BOTH,1,4,1.623,63
26,F,88,BOTH,1,4,1.726,66.7
24,F,88,NEITHER,1,1,1.578,65.4
27,F,88,GLASSES,1,1,1.717,68.6
24,F,88,CONTACTS,1,1,1.618,64.3
20,F,88,NEITHER,2,1,1.676,61.6
28,F,88,NEITHER,1,1,1.596,63.8
23,F,88,GLASSES,1,1,1.684,66.4
21,F,88,BOTH,1,1,1.578,68.7
25,F,88,GLASSES,1,4,1.624,67.4
24,F,88,NEITHER,1,2,1.586,66.8
26,F,88,CONTACTS,1,1,1.683,56.8
27,F,88,GLASSES,1,4,1.763,79.4
29,F,88,CONTACTS,1,2,1.713,65
28,F,88,BOTH,1,2,1.602,61.4
20,F,88,NEITHER,2,1,1.51,50.7
28,F,88,BOTH,1,2,1.671,57.5
20,F,88,NEITHER,1,1,1.552,56.3
24,F,88,GLASSES,1,1,1.664,52.2
26,F,88,BOTH,1,2,1.674,69.4
23,F,88,BOTH,1,4,1.67,59.8
24,F,88,NEITHER,1,1,1.609,73.9
28,F,88,NEITHER,2,1,1.655,68.5
25,F,88,BOTH,1,4,1.621,61.7
24,F,88,GLASSES,1,1,1.701,73.7
27,F,88,NEITHER,2,4,1.638,60.1
27,F,88,NEITHER,1,4,1.677,62.7
23,F,88,NEITHER,1,2,1.582,60.8
27,F,88,CONTACTS,1,4,1.59,55.7
22,F,88,GLASSES,1,1,1.711,51.5
24,F,88,NEITHER,1,4,1.712,70.3
29,F,88,GLASSES,1,2,1.592,60.2
26,F,88,NEITHER,1,1,1.681,55.8
20,F,88,BOTH,1,1,1.66,64.8
20,F,88,BOTH,1,1,1.73,73.1
24,F,88,NEITHER,1,1,1.652,59.2
28,F,88,GLASSES,1,2,1.585,54.4
24,F,88,NEITHER,2,4,1.575,44.7
23,F,88,NEITHER,1,2,1.624,54.1
21,F,88,GLASSES,1,1,1.595,71.3
24,F,88,NEITHER,1,1,1.648,54.1
21,F,88,BOTH,1,1,1.554,56.5
27,F,88,NEITHER,NA,1,1.676,58.1
24,F,88,NEITHER,1,2,1.682,58.5
29,F,88,GLASSES,1,4,1.692,63.6
26,F,88,NEITHER,1,4,1.618,62.2
20,F,88,BOTH,1,1,1.647,67.1
24,F,88,NEITHER,1,1,1.55,64
22,F,88,BOTH,1,1,1.684,69.9
20,F,88,CONTACTS,2,1,1.726,56.1
23,F,88,NEITHER,1,2,1.675,70.4
24,F,88,NEITHER,1,1,1.662,57.6
23,F,88,NEITHER,1,1,1.767,76
24,F,88,BOTH,1,2,1.603,62.7
23,F,88,BOTH,1,4,1.676,65.5
20,F,88,NEITHER,1,1,1.695,56.8
22,F,88,NEITHER,1,1,1.636,67.3
22,F,88,NEITHER,1,1,1.632,51.7
28,F,88,NEITHER,1,2,1.662,68.2
25,F,88,BOTH,1,4,1.585,54.9
27,F,88,GLASSES,1,1,1.717,73.6
24,F,88,GLASSES,1,4,1.653,71.3
28,F,88,GLASSES,1,2,1.568,70.3
24,F,88,NEITHER,1,1,1.507,49.2
23,F,88,NEITHER,1,1,1.686,59.1
24,F,88,GLASSES,1,1,1.633,62.4
26,F,88,BOTH,1,1,1.681,65.7
22,F,88,BOTH,1,2,1.732,81
24,F,88,BOTH,1,1,1.692,55.8
25,F,88,BOTH,1,2,1.607,53.1
21,F,88,NEITHER,1,1,1.6,56.1
22,F,88,GLASSES,2,1,1.622,57.1
21,F,88,BOTH,1,1,1.557,57.4
21,F,88,NEITHER,1,1,1.611,54.9
24,F,88,CONTACTS,1,4,1.673,67.5
25,F,88,GLASSES,1,4,1.686,63.8
22,F,88,NEITHER,1,1,1.648,58
20,F,88,GLASSES,1,1,1.59,58.1
26,F,88,GLASSES,1,4,1.669,60.5
23,F,88,GLASSES,1,4,1.675,59.6
22,F,88,NEITHER,1,1,1.607,59.3
27,F,88,BOTH,1,4,1.662,70.2
27,F,88,CONTACTS,2,4,1.656,66.1
20,F,88,NEITHER,1,1,1.62,53.9
21,F,88,NEITHER,1,1,1.692,71.4
28,F,88,NEITHER,2,2,1.604,57.1
21,F,88,NEITHER,1,1,1.559,53
28,F,88,GLASSES,1,1,1.618,60.2
20,F,88,GLASSES,1,1,1.639,53.5
21,F,88,NEITHER,1,1,1.649,63.1
24,F,88,NEITHER,1,1,1.698,84
20,F,88,NEITHER,1,1,1.707,71.2
26,F,88,BOTH,1,1,1.605,66.5
20,F,88,NEITHER,1,1,1.679,62.2
21,F,88,NEITHER,1,1,1.602,57.1
24,F,88,GLASSES,1,4,1.62,55.1
20,F,88,NEITHER,1,1,1.565,63.4
22,F,88,GLASSES,1,1,1.606,52.8
25,F,88,NEITHER,1,1,1.586,68.6
25,F,88,NEITHER,1,1,1.87,87.4
29,F,88,GLASSES,1,2,1.684,79.8
24,F,88,GLASSES,1,1,1.61,64.9
24,F,88,BOTH,1,4,1.512,50
22,F,88,NEITHER,1,1,1.6,60.8
27,F,88,CONTACTS,1,2,1.66,60.4
25,F,88,NEITHER,1,2,1.589,71
26,F,88,NEITHER,1,2,1.643,64.4
20,F,88,GLASSES,1,1,1.611,51.1
27,F,88,GLASSES,1,1,1.736,74.3
22,F,88,NEITHER,1,2,1.679,63.4
25,F,88,GLASSES,1,1,1.661,83
23,F,88,GLASSES,1,1,1.54,50.6
24,F,88,NEITHER,1,1,1.574,62.3
20,F,88,NEITHER,1,1,1.595,59.6
27,F,88,NEITHER,1,1,1.654,54.8
22,F,88,NEITHER,2,1,1.65,65.7
21,F,88,NEITHER,1,1,1.599,63.2
20,F,88,NEITHER,2,1,1.638,68.3
23,F,88,CONTACTS,1,1,1.586,46
24,F,88,NEITHER,1,1,1.655,61.1
20,F,88,NEITHER,1,1,1.646,76.3
23,F,88,NEITHER,1,1,1.632,58.6
25,F,88,NEITHER,1,2,1.714,58.9
21,F,88,NEITHER,1,1,1.605,58.1
22,F,88,NEITHER,1,1,1.644,76.5
28,F,88,NEITHER,2,2,1.582,61
23,F,88,NEITHER,1,1,1.612,59
20,F,88,GLASSES,1,1,1.778,77.4
22,F,88,GLASSES,1,1,1.717,52.6
25,F,88,NEITHER,1,2,1.609,61.9
24,F,88,GLASSES,2,1,1.651,58.7
24,F,88,NEITHER,1,2,1.618,64.1
26,F,88,BOTH,1,1,1.752,63.4
26,F,88,GLASSES,1,1,1.606,65.3
27,F,88,CONTACTS,1,2,1.702,65.5
21,F,88,NEITHER,1,1,1.706,70.4
28,F,88,GLASSES,1,2,1.604,72.6
25,F,88,BOTH,1,2,1.643,68.8
20,F,88,NEITHER,1,1,1.661,75.3
27,F,88,GLASSES,1,2,1.607,69.3
21,F,88,NEITHER,1,1,1.48,52
23,F,88,NEITHER,1,4,1.648,55.9
24,F,88,NEITHER,1,1,1.626,73
23,F,88,NEITHER,1,1,1.563,65.4
24,F,88,NEITHER,1,2,1.633,58.2
24,F,88,GLASSES,1,1,1.685,64.9
21,F,88,GLASSES,2,1,1.615,55.6
23,F,88,NEITHER,1,1,1.63,53.2
27,F,88,BOTH,2,1,1.657,65
20,F,88,BOTH,1,1,1.583,59.7
28,F,88,NEITHER,1,2,1.598,62.8
21,F,88,NEITHER,1,1,1.617,64.4
25,F,88,NEITHER,1,1,1.705,59
20,F,88,BOTH,1,1,1.732,70.8
23,F,88,NEITHER,1,2,1.682,62.8
26,F,88,GLASSES,1,2,1.57,69.1
24,F,88,BOTH,2,4,1.646,63.5
26,F,88,GLASSES,1,4,1.621,63.6
28,F,88,GLASSES,1,4,1.56,50.7
28,F,88,GLASSES,1,1,1.579,45
22,F,88,NEITHER,1,1,1.667,61.8
24,F,88,NEITHER,1,1,1.581,47.8
29,F,88,GLASSES,1,4,1.701,54.9
22,F,88,GLASSES,1,1,1.675,55.4
22,F,88,NEITHER,1,1,1.567,52.9
28,F,88,NEITHER,2,2,1.616,67.9
22,F,88,GLASSES,2,2,1.666,52.7
21,F,88,NEITHER,1,1,1.602,52
28,F,88,NEITHER,1,1,1.756,75
21,F,88,NEITHER,1,1,1.628,67.6
26,F,88,NEITHER,1,2,1.657,66.1
29,F,88,GLASSES,1,2,1.584,51.4
24,F,88,GLASSES,1,1,1.714,55.3
20,F,88,GLASSES,1,1,1.561,57.9
29,F,88,NEITHER,1,2,1.645,74.3
25,F,88,NEITHER,1,1,1.685,69
